filename,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_energy,GLCM_correlation,fore_area,fore_oil_all,fore_oil_max,fore_count,fore_dense,fore_spread,fore_avg,fore_oil_maxP,fore_oil_allP,chk_area,chk_oil_all,chk_oil_max,chk_count,chk_dense,chk_spread,chk_avg,chk_oil_maxP,chk_oil_allP,PZfore_area,PZfore_oil_all,PZfore_oil_max,PZfore_count,PZfore_dense,PZfore_spread,PZfore_avg,PZfore_oil_maxP,PZfore_oil_allP,PZchk_area,PZchk_oil_all,PZchk_oil_max,PZchk_count,PZchk_dense,PZchk_spread,PZchk_avg,PZchk_oil_maxP,PZchk_oil_allP,true_class
Train/normal\124.jpg,2753,36,0,0,0,22346.5,8.0,8.0,2,0,0,4.0,0.03579978967623565,0.03579978967623565,17087.5,95.5,95.5,2,0,0,47.75,0.558888076079005,0.558888076079005,21832.0,0,0,0,0,0,0,0.0,0.0,16836.0,0,0,0,0,0,0,0.0,0.0,1
Train/normal\13.jpg,1465,24,0,0,0,13622.5,2188.5,2188.5,25,1,0,87.54,16.06533308864012,16.06533308864012,10079.5,1638.5,1170.5,16,2,0,102.40625,11.61267920035716,16.255766655092017,13721.0,3279.0,3279.0,11,1,0,298.09090909090907,23.897675096567305,23.897675096567305,9992.5,2867.0,1981.0,8,2,0,358.375,19.824868651488618,28.691518638979236,1
Train/normal\147.jpg,2639,35,0,0,0,18479.5,1266.5,1266.5,6,1,0,211.08333333333334,6.853540409643117,6.853540409643117,15438.5,1694.5,1070.0,5,1,0,338.9,6.930725135213914,10.975807235158856,17701.0,1674.0,1674.0,7,1,0,239.14285714285714,9.457092819614711,9.457092819614711,14832.0,1898.0,1883.0,5,1,0,379.6,12.695523193096008,12.796655879180152,1
Train/oily\31.jpg,3280,33,0,0,0,8220.5,3136.5,1782.5,80,2,0,39.20625,21.68359588832796,38.15461346633416,9077.0,2215.5,1514.0,53,1,0,41.801886792452834,16.679519665087582,24.407844001322022,8081.0,3087.5,1797.5,36,1,0,85.76388888888889,22.24353421606237,38.206905086004205,8751.5,1528.5,1357.5,31,1,0,49.306451612903224,15.511626578300863,17.46557732960064,2
Train/normal\282.jpg,5325,50,0,0,0,14431.5,1166.5,736.5,4,0,0,291.625,5.103419602951876,8.083012853826698,13276.5,710.5,691.5,2,1,0,355.25,5.208451022483335,5.351561028885625,14479.5,490.5,454.0,2,0,0,245.25,3.135467384923513,3.387547912566042,13305.5,245.5,152.5,4,1,0,61.375,1.146142572620345,1.8451016496937356,1
Train/normal\135.jpg,2017,26,0,0,0,15603.0,1968.0,1239.0,108,1,0,18.22222222222222,7.94078061911171,12.612959046337243,11800.0,1824.5,867.5,66,0,0,27.643939393939394,7.351694915254238,15.461864406779661,15727.0,595.0,595.0,3,1,0,198.33333333333334,3.783302600623132,3.783302600623132,11734.0,0,0,0,0,0,0,0.0,0.0,1
Train/oily\58.jpeg,678,15,0,0,0,12283.0,2262.5,1466.0,120,0,1,18.854166666666668,11.935194984938532,18.41976715786046,11115.5,1059.5,861.5,41,1,0,25.841463414634145,7.750438576762179,9.531734964688948,12465.5,1593.5,1154.5,78,0,1,20.42948717948718,9.261561910874013,12.78328185792788,10697.0,667.0,574.5,40,1,0,16.675,5.370664672338039,6.235393100869403,2
Train/normal\229.jpg,1280,21,0,0,0,14563.5,1844.0,295.0,86,0,1,21.441860465116278,2.0256119751433377,12.661791464963779,12126.5,1737.5,1677.0,32,1,0,54.296875,13.82921700408197,14.328124355749805,14655.5,1017.5,531.5,26,0,0,39.13461538461539,3.6266248166217463,6.942785984783869,11916.5,1428.0,1428.0,18,1,0,79.33333333333333,11.983384382998363,11.983384382998363,1
Train/normal\69.jpg,1688,26,0,0,0,12943.0,2019.5,806.5,73,1,0,27.664383561643834,6.231167426408097,15.603028664142778,9755.0,911.0,716.5,24,1,0,37.958333333333336,7.344951307022039,9.338800615069195,12824.5,772.5,275.5,41,0,1,18.841463414634145,2.1482318998791374,6.023626652111194,9700.5,643.0,627.0,21,2,0,30.61904761904762,6.463584351322097,6.628524302870986,1
Train/normal\266.jpeg,3548,36,0,0,0,17458.5,223.0,33.0,14,0,1,15.928571428571429,0.18901967522983074,1.277314775037947,14094.5,285.0,160.0,18,0,2,15.833333333333334,1.135194579445883,2.022065344637979,16957.0,0,0,0,0,0,0,0.0,0.0,14220.5,0,0,0,0,0,0,0.0,0.0,1
Train/dry\0 (1148).jpg,2969,40,0,0,0,9738.5,0,0,0,0,0,0,0.0,0.0,8160.5,31.0,16.0,2,0,0,15.5,0.19606641749892778,0.37987868390417256,9646.5,0,0,0,0,0,0,0.0,0.0,8151.5,0,0,0,0,0,0,0.0,0.0,0
Train/normal\249.jpg,1561,27,0,0,0,12326.0,3094.5,1028.5,87,0,1,35.56896551724138,8.344150576018174,25.10546811617719,9796.5,3283.0,2004.0,98,1,0,33.5,20.456285408053898,33.511968560200074,11987.0,1378.0,732.5,34,1,0,40.529411764705884,6.11078668557604,11.495787102694585,9735.5,1715.0,1127.5,25,2,0,68.6,11.581326074675157,17.61594165682297,1
Train/dry\17.jpg,2190,32,0,0,0,18588.5,2413.0,1560.5,87,1,0,27.735632183908045,8.394975388008714,12.981144255857116,15724.5,3567.0,2512.0,87,3,1,41.0,15.97507074946739,22.68434608413622,18305.0,1556.5,1191.5,16,2,0,97.28125,6.509150505326414,8.50314121824638,15549.0,3504.0,2721.5,13,2,0,269.53846153846155,17.502733294745642,22.535211267605636,0
Train/normal\52.jpg,704,14,0,0,0,14469.0,945.5,284.0,37,2,1,25.554054054054053,1.9628170571566799,6.534660308245215,10197.0,15.0,15.0,1,0,0,15.0,0.14710208884966167,0.14710208884966167,14263.5,0,0,0,0,0,0,0.0,0.0,10205.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\52.jpg,4937,49,0,0,0,20205.5,5338.0,3760.5,267,0,2,19.99250936329588,18.61126920887877,26.41854940486501,16074.0,4571.5,2198.5,231,1,1,19.79004329004329,13.677367176807268,28.44033843473933,20332.0,4217.5,2988.5,178,1,3,23.6938202247191,14.698504819988194,20.74316348613024,15717.0,3163.0,2314.0,124,2,0,25.508064516129032,14.722911497105045,20.124705732646177,2
Train/dry\95.jpg,2787,39,0,0,0,15096.0,2168.0,985.0,68,1,1,31.88235294117647,6.524907260201378,14.361420243773185,11338.5,1276.5,747.0,28,1,0,45.589285714285715,6.588173038761741,11.25810292366715,14921.5,2364.5,2324.5,11,1,0,214.95454545454547,15.57819254096438,15.846262105016251,11174.5,479.5,319.5,4,1,0,119.875,2.8591883305740753,4.291019732426507,0
Train/normal\179.jpg,5202,50,0,0,0,16587.0,481.5,214.0,18,1,0,26.75,1.2901669982516428,2.9028757460661967,12206.5,218.5,110.5,12,0,1,18.208333333333332,0.9052553967148651,1.7900299021013395,16604.5,0,0,0,0,0,0,0.0,0.0,12054.0,0,0,0,0,0,0,0.0,0.0,1
Train/normal\14.jpg,4486,44,0,0,0,15381.0,3544.0,3353.0,49,1,0,72.3265306122449,21.799622911384176,23.04141473246213,11837.5,603.0,395.0,11,0,0,54.81818181818182,3.3368532206969377,5.093980992608237,15237.5,2723.0,2708.0,12,1,0,226.91666666666666,17.771944216570958,17.870385561936015,11972.5,0,0,0,0,0,0,0.0,0.0,1
Train/normal\232.jpg,2857,30,0,0,0,15360.0,3186.0,987.5,128,1,2,24.890625,6.429036458333333,20.7421875,10658.5,222.5,75.0,12,0,0,18.541666666666668,0.703663742552892,2.0875357695735794,15244.0,1071.0,348.0,41,1,1,26.121951219512194,2.282865389661506,7.025715035423772,10542.5,32.0,16.0,2,0,0,16.0,0.1517666587621532,0.3035333175243064,1
Train/normal\112.jpg,2740,34,0,0,0,15344.5,271.5,186.0,14,0,1,19.392857142857142,1.2121607090488449,1.7693636156277492,13102.0,773.0,728.0,18,1,0,42.94444444444444,5.556403602503435,5.899862616394444,15166.0,0,0,0,0,0,0,0.0,0.0,13030.0,0,0,0,0,0,0,0.0,0.0,1
Train/normal\274.jpg,3725,43,0,0,0,13364.5,1340.0,488.5,21,2,0,63.80952380952381,3.6552059560776686,10.026562909199747,12151.5,1042.0,858.5,15,2,0,69.46666666666667,7.064971402707484,8.575073036250668,13407.0,1066.5,497.5,18,2,0,59.25,3.7107481166554783,7.954799731483552,12188.5,829.5,798.0,4,0,0,207.375,6.547155105222135,6.805595438323008,1
Train/dry\69.jpg,3193,35,0,0,0,29241.0,13220.5,12622.5,357,1,0,37.03221288515406,43.16712834718375,45.212202045073695,21554.0,9274.5,5363.5,359,2,0,25.83426183844011,24.88401224830658,43.029136123225385,28964.5,18886.0,18550.5,78,1,0,242.12820512820514,64.04564207909682,65.20395656752231,21729.0,13112.5,7060.5,77,2,0,170.2922077922078,32.493441943945875,60.34562105941369,0
Train/normal\111.jpg,3097,32,0,0,0,7491.0,694.5,313.0,9,0,0,77.16666666666667,4.178347350153517,9.271125350420505,6974.5,116.0,100.0,3,0,0,38.666666666666664,1.4337945372428131,1.6632016632016633,7710.0,61.5,61.5,1,0,0,61.5,0.7976653696498054,0.7976653696498054,6885.0,0,0,0,0,0,0,0.0,0.0,1
Train/normal\159.jpg,740,18,0,0,0,34908.5,312.5,166.0,26,0,0,12.01923076923077,0.47552888265035737,0.8951974447484137,26875.5,74.5,58.5,4,0,0,18.625,0.21767036892336886,0.2772041450391621,35212.5,91.5,91.5,5,0,0,18.3,0.2598509052183174,0.2598509052183174,26779.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\38.jpg,5748,54,0,0,0,20368.0,2668.5,1478.0,89,2,1,29.98314606741573,7.256480754124116,13.101433621366851,15516.0,1963.5,1799.5,37,1,0,53.067567567567565,11.597705594225316,12.654679040989947,20194.0,1699.5,1303.0,40,1,1,42.4875,6.452411607408141,8.41586609884124,15362.0,3644.5,3644.5,20,1,0,182.225,23.724124462960553,23.724124462960553,2
Train/oily\1 (1022).jpg,3583,37,0,0,0,8188.5,2040.0,765.5,41,2,1,49.75609756097561,9.348476521951516,24.91298772668987,6524.5,1135.5,637.5,24,2,1,47.3125,9.770863667714002,17.403632462257647,7964.0,2027.5,1289.5,20,1,0,101.375,16.191612255148165,25.458312405826216,6519.5,619.5,570.5,14,1,0,44.25,8.75067106373188,9.502262443438914,2
Train/oily\77.jpg,5172,50,0,0,0,13119.0,814.0,814.0,2,1,0,407.0,6.204741215031633,6.204741215031633,18413.0,765.0,448.5,2,1,0,382.5,2.4357790691359367,4.154673328626514,12968.0,567.0,292.5,4,1,0,141.75,2.255552128315854,4.372301048735348,18099.5,598.5,413.5,2,1,0,299.25,2.28459349705793,3.306721180143098,2
Train/normal\86.jpg,3449,35,0,0,0,15404.5,5936.0,3286.5,127,1,1,46.74015748031496,21.33467493264955,38.53419455353955,12073.5,3454.5,1668.5,82,1,1,42.1280487804878,13.819522093841885,28.61224996894024,15526.0,11829.0,11179.5,37,0,0,319.7027027027027,72.00502383099318,76.18832925415433,12004.5,2857.5,1967.0,16,2,0,178.59375,16.38552209588071,23.803573659877546,1
Train/normal\61.jpg,4237,39,0,0,0,12267.5,1808.5,1679.5,78,0,1,23.185897435897434,13.69064601589566,14.742205013246382,9474.5,1066.0,945.5,47,0,1,22.680851063829788,9.979418438967755,11.25125336429363,12193.0,669.0,669.0,5,0,0,133.8,5.486754695316985,5.486754695316985,9493.5,17.0,17.0,1,0,0,17.0,0.1790698899246853,0.1790698899246853,1
Train/dry\125.jpg,3223,43,0,0,0,30876.5,131.0,38.5,6,0,1,21.833333333333332,0.124690298447039,0.4242708856249899,24493.0,1805.0,1412.0,29,1,1,62.241379310344826,5.764912423957866,7.369452496631691,31040.5,0,0,0,0,0,0,0.0,0.0,24437.0,0,0,0,0,0,0,0.0,0.0,0
Train/dry\63.jpg,3681,36,0,0,0,13339.0,6959.0,5183.0,184,0,1,37.82065217391305,38.85598620586251,52.17032761076542,9158.0,4499.5,962.0,178,0,2,25.278089887640448,10.504476960034943,49.13190652981,13391.0,4050.5,2595.5,95,1,1,42.636842105263156,19.38242102904936,30.24792771264282,9149.0,2781.5,874.0,85,1,1,32.72352941176471,9.552956607279484,30.40222975188545,0
Train/normal\145.jpg,1695,25,0,0,0,15214.0,435.0,391.0,10,1,0,43.5,2.5700013145786778,2.8592086236361247,10918.5,590.0,256.5,26,0,1,22.692307692307693,2.3492237944772634,5.403672665659203,15334.0,0,0,0,0,0,0,0.0,0.0,10983.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\48.jpg,5511,48,0,0,0,9178.0,2550.0,898.0,81,0,1,31.48148148148148,9.78426672477664,27.783830899978206,10099.5,1625.5,557.0,44,1,0,36.94318181818182,5.515124511114411,16.09485618099906,9651.5,1610.5,465.0,82,0,1,19.640243902439025,4.817903952753458,16.686525410557945,10049.5,901.5,339.0,42,2,1,21.464285714285715,3.3733021543360366,8.970595552017514,2
Train/normal\137.jpg,1719,26,0,0,0,12879.0,3397.0,748.5,87,0,3,39.04597701149425,5.811786629396693,26.37627144964671,9990.5,0,0,0,0,0,0,0.0,0.0,13108.5,2727.0,704.0,68,3,0,40.10294117647059,5.370561086318038,20.803295571575696,9916.0,0,0,0,0,0,0,0.0,0.0,1
Train/dry\16.jpg,2595,32,0,0,0,14465.0,5112.5,1198.5,219,1,1,23.34474885844749,8.285516764604218,35.34393363290702,10482.0,3780.0,1954.0,149,0,2,25.369127516778523,18.641480633466895,36.06182026330853,14446.0,3342.5,1100.0,44,3,0,75.9659090909091,7.614564585352348,23.13789284230929,10423.0,2459.0,1554.5,27,2,0,91.07407407407408,14.914132207617769,23.5920560299338,0
Train/oily\1 (1532).jpg,1076,22,0,0,0,8372.5,0,0,0,0,0,0,0.0,0.0,6636.0,0,0,0,0,0,0,0.0,0.0,8305.5,0,0,0,0,0,0,0.0,0.0,6790.0,0,0,0,0,0,0,0.0,0.0,2
Train/normal\203.jpg,3635,37,0,0,0,13035.0,1187.5,480.0,4,2,0,296.875,3.6823935558112773,9.110088224012275,10920.5,973.5,521.0,8,1,0,121.6875,4.770843825832151,8.914426995100957,13216.0,473.5,311.0,2,0,0,236.75,2.3532082324455206,3.5827784503631963,11072.5,961.0,650.5,5,1,0,192.2,5.874915330774441,8.679160081282458,1
Train/dry\1 (1364).jpg,1572,19,0,0,0,2596.5,1514.5,685.5,15,2,0,100.96666666666667,26.400924321201618,58.32851916040824,2313.0,0,0,0,0,0,0,0.0,0.0,2557.5,777.5,656.5,14,3,0,55.535714285714285,25.669599217986317,30.40078201368524,2239.5,0,0,0,0,0,0,0.0,0.0,0
Train/normal\293.jpg,2451,31,0,0,0,16991.5,259.5,244.5,2,0,0,129.75,1.4389547715033988,1.5272342053379633,12618.0,1954.5,1734.5,6,1,0,325.75,13.746235536535108,15.48977650974798,16911.0,0,0,0,0,0,0,0.0,0.0,12424.0,195.5,195.5,1,0,0,195.5,1.5735672891178363,1.5735672891178363,1
Train/normal\55.jpg,3225,35,0,0,0,14073.0,5658.0,4667.5,165,2,0,34.29090909090909,33.166346905421726,40.20464719675975,9988.5,4305.5,2205.5,97,1,2,44.38659793814433,22.080392451319018,43.10457025579416,13775.0,9401.0,8275.0,58,1,0,162.08620689655172,60.07259528130672,68.24682395644282,10001.5,809.0,583.0,16,1,0,50.5625,5.829125631155327,8.0887866819977,1
Train/normal\187.jpg,1609,23,0,0,0,15950.5,3002.0,2737.5,107,1,0,28.05607476635514,17.162471395881006,18.820726622989874,12489.0,0,0,0,0,0,0,0.0,0.0,16363.0,2318.5,2271.5,46,1,0,50.40217391304348,13.881928741673288,14.169162134082992,12539.5,0,0,0,0,0,0,0.0,0.0,1
Train/normal\123.jpg,2800,36,0,0,0,17867.0,5322.5,3269.5,248,0,1,21.461693548387096,18.29909889740863,29.789556164996924,15969.0,2983.5,1070.0,151,0,2,19.758278145695364,6.70048218423195,18.68307345481871,17579.5,3361.0,1061.5,143,2,0,23.503496503496503,6.038283227623084,19.118860035837194,16121.0,720.5,256.0,45,1,2,16.011111111111113,1.5879908194280752,4.469325724210657,1
Train/normal\182.jpg,4373,43,0,0,0,16964.0,3685.5,2090.0,114,2,1,32.328947368421055,12.320207498231548,21.725418533364774,12285.0,1559.0,729.0,37,1,1,42.13513513513514,5.934065934065933,12.69027269027269,16965.0,3685.5,2569.0,17,1,0,216.7941176470588,15.142941349837901,21.72413793103448,12257.5,206.0,206.0,1,0,0,206.0,1.6806037120130533,1.6806037120130533,1
Train/dry\94.jpg,5225,53,0,0,0,11461.5,930.0,536.5,19,3,0,48.94736842105263,4.680888190899969,8.114121188326136,9815.0,1281.0,579.5,18,2,0,71.16666666666667,5.904228222109017,13.05145185939888,11470.0,438.0,307.0,5,1,0,87.6,2.6765475152571927,3.8186573670444637,9933.0,0,0,0,0,0,0,0.0,0.0,0
Train/normal\163.jpg,5467,51,0,0,0,17523.5,3518.5,959.5,56,0,1,62.830357142857146,5.475504322766571,20.078751390989243,12666.5,379.0,132.5,18,0,2,21.055555555555557,1.0460663956104685,2.99214463348202,17483.0,4401.5,1269.5,32,1,0,137.546875,7.261339587027398,25.175885145569982,12835.0,175.5,175.5,1,0,0,175.5,1.3673548889754579,1.3673548889754579,1
Train/normal\40.jpg,876,17,0,0,0,24759.0,4598.0,1732.5,246,0,1,18.691056910569106,6.997455470737914,18.571024677894908,16692.0,1448.0,873.0,79,1,2,18.329113924050635,5.230050323508268,8.674814282290917,24506.5,960.5,269.0,43,0,1,22.337209302325583,1.0976679656417685,3.919368330850999,16611.5,243.5,61.5,16,0,1,15.21875,0.3702254462270114,1.4658519700207686,1
Train/normal\233.jpg,2489,32,0,0,0,10885.5,734.5,520.5,17,1,0,43.205882352941174,4.781590188783244,6.747508153047632,8768.0,160.0,160.0,3,0,0,53.333333333333336,1.824817518248175,1.824817518248175,10864.0,15.0,15.0,1,0,0,15.0,0.13807069219440354,0.13807069219440354,8743.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\1 (1154).jpg,1935,23,0,0,0,19673.5,3483.5,2739.5,160,3,0,21.771875,13.924822731084962,17.706559585228863,17799.5,1167.5,1167.5,44,1,0,26.53409090909091,6.5591730104778225,6.5591730104778225,19611.5,1884.0,1553.0,40,1,0,47.1,7.918823139484486,9.606608367539454,17858.0,1772.0,1772.0,2,1,0,886.0,9.922723709261955,9.922723709261955,2
Train/dry\1 (1285).jpg,2456,28,0,0,0,5138.0,6356.5,5547.5,18,1,0,353.1388888888889,107.97002724795641,123.71545348384585,4483.5,3262.0,1032.0,35,3,0,93.2,23.01773168283707,72.75565964090555,4986.0,2471.0,1657.0,19,1,0,130.05263157894737,33.23305254713197,49.558764540714,4580.5,2293.0,696.0,10,3,0,229.3,15.194847724047595,50.0600371138522,0
Train/oily\3.jpg,2710,30,0,0,0,17340.0,4854.5,2539.5,265,0,2,18.318867924528302,14.645328719723183,27.995963091118803,13249.5,863.0,398.0,57,0,4,15.140350877192983,3.0038869391297784,6.513453337861806,17887.5,1022.5,560.5,58,0,2,17.629310344827587,3.1334730957372465,5.716282320055905,13070.0,85.5,31.0,9,0,0,9.5,0.23718439173680186,0.6541698546289212,2
Train/normal\82.jpg,3960,43,0,0,0,17301.0,1426.0,1366.0,26,1,0,54.84615384615385,7.895497370094214,8.242298133055893,13069.0,1511.0,791.0,45,2,1,33.577777777777776,6.052490626673808,11.56171091896855,17357.5,682.5,682.5,3,0,0,227.5,3.932017859714821,3.932017859714821,12886.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\32.jpg,4313,43,0,0,0,18939.0,3029.0,2627.5,102,2,1,29.69607843137255,13.873488568562225,15.993452663815408,15593.0,556.5,342.0,28,1,0,19.875,2.193291861732829,3.5689091258898222,19122.0,1275.5,868.0,29,2,0,43.98275862068966,4.539274134504759,6.670327371613848,15416.0,0,0,0,0,0,0,0.0,0.0,2
Train/oily\0 (151).jpg,2329,31,0,0,0,7638.0,4158.5,1920.5,45,2,0,92.41111111111111,25.144016758313693,54.44488085886358,6505.0,2393.5,1308.5,20,0,0,119.675,20.115295926210607,36.79477325134512,7696.5,4112.0,2148.5,47,1,0,87.48936170212765,27.915286169037874,53.42688234911973,6394.5,1823.5,1159.0,16,1,0,113.96875,18.124951129877235,28.516694033935412,2
Train/normal\60.jpg,3767,33,0,0,0,11495.0,5570.5,1221.5,153,2,1,36.408496732026144,10.626359286646368,48.46020008699434,8754.0,3305.5,1533.5,64,3,0,51.6484375,17.517706191455336,37.75988119716701,11882.5,4412.5,2122.0,64,2,1,68.9453125,17.85819482432148,37.13444140542815,8666.0,1827.5,948.5,28,3,0,65.26785714285714,10.945072697899839,21.088160627740596,1
Train/dry\44.jpg,1683,25,0,0,0,12955.0,3546.0,966.5,132,2,0,26.863636363636363,7.460439984561945,27.371671169432656,11497.0,2208.5,1834.5,110,0,1,20.077272727272728,15.956336435591895,19.209358963207794,12613.5,1638.5,1130.0,62,1,0,26.427419354838708,8.958655408887303,12.990050342886589,11387.0,1394.0,1394.0,33,0,0,42.24242424242424,12.242030385527356,12.242030385527356,0
Train/normal\177.jpg,2410,30,0,0,0,15153.0,15.0,15.0,1,0,0,15.0,0.09899029895070284,0.09899029895070284,12534.0,278.5,230.0,6,2,0,46.416666666666664,1.8350087761289293,2.221956278921334,15016.0,0,0,0,0,0,0,0.0,0.0,12500.0,0,0,0,0,0,0,0.0,0.0,1
Train/normal\289.jpg,4160,48,0,0,0,15308.5,917.0,623.5,9,1,0,101.88888888888889,4.07290067609498,5.990136198843779,12586.0,71.0,71.0,1,0,0,71.0,0.5641188622278722,0.5641188622278722,15234.5,0,0,0,0,0,0,0.0,0.0,12519.5,0,0,0,0,0,0,0.0,0.0,1
Train/normal\125.jpg,805,15,0,0,0,14407.5,354.0,296.0,8,1,0,44.25,2.0544855110185667,2.4570536179073397,10886.0,0,0,0,0,0,0,0.0,0.0,14444.5,0,0,0,0,0,0,0.0,0.0,10898.5,0,0,0,0,0,0,0.0,0.0,1
Train/oily\44.jpeg,2107,33,0,0,0,11045.5,801.5,727.5,5,0,0,160.3,6.586392648589924,7.2563487393056,10358.5,2095.5,1059.0,8,1,0,261.9375,10.223487956750494,20.229762996572866,10888.0,370.5,370.5,12,1,0,30.875,3.4028288023512125,3.4028288023512125,9917.5,1639.0,741.5,11,1,0,149.0,7.47668263171162,16.52634232417444,2
Train/dry\90.jpg,3360,37,0,0,0,24141.0,4741.0,1505.5,135,2,0,35.11851851851852,6.236278530301147,19.638788782569073,17720.5,2895.0,1140.0,110,3,1,26.318181818181817,6.433227053412714,16.337010806692813,24217.0,4736.0,1370.5,113,4,0,41.91150442477876,5.659247635958211,19.556509889746874,17639.5,985.5,831.0,21,1,0,46.92857142857143,4.711017885994501,5.5868930525241645,0
Train/normal\209.jpg,6179,47,0,0,0,14306.5,3334.0,831.5,88,1,1,37.88636363636363,5.812043476741342,23.30409254534652,10910.0,2096.0,865.5,73,1,1,28.71232876712329,7.933088909257561,19.21173235563703,14314.5,2042.5,1474.0,24,1,0,85.10416666666667,10.297251039156102,14.268748471829266,11028.5,31.0,16.0,2,0,0,15.5,0.14507865983587978,0.281089903432017,1
